system:index,Muni_code,double_area_km2_sum,double_delay_median,double_harvest_median,double_plant_median,latitude_median,longitude_median,muni_area_km2,onset_historicalRange_median,onset_median,single_area_km2_sum,single_delay_median,single_harvest_median,single_plant_median,total_planted_area_km2_sum,year_median
2_1_000092dbc2173f3f1483,5107800,5.457583054,18.4844734,203.4949213,87.4844734,-16.47289897,-55.42581642,12183.40404,39,69,63.66194076,45.68870077,229.8173699,114.6887008,69.11952382,2005
2_1_0000b869feffefcd5395,5103601,22.11867182,25.28655293,205.2277757,94.28655293,-15.65317242,-54.77227885,2211.036023,35,69,23.63056767,39.29837872,221.8307206,108.2983787,45.74923949,2005
2_1_0000eba7d3dfdfd50375,5107602,15.597899,26.11570131,206.8110634,95.11570131,-16.48860563,-54.68244732,4172.692801,35,69,180.4533682,47.24900458,231.2725339,116.2490046,196.0512672,2005
2_1_000008047e70a3f69008,5105200,5.877126805,29.50375208,209.1438526,98.50375208,-16.17419528,-54.94745033,2275.848781,32,69,66.97761871,49.32392029,229.2412588,118.3239203,72.85474552,2005
2_1_0000816d7b8f4e1759dd,5104807,14.5495749,23.97450657,208.8784306,92.97450657,-15.91368385,-55.10914708,1682.809519,27,69,47.31064191,47.69291019,228.8128431,116.6929102,61.8602168,2005
2_1_000048959ee3b55d9f95,5104609,56.26792205,23.81999476,204.2310548,92.81999476,-17.33751357,-54.60384474,8750.970009,42,69,414.8653963,47.23926099,230.2635775,116.239261,471.1333184,2005
2_1_00004813377b4c00da4d,5106372,7.61225025,27.56364959,209.5608658,96.56364959,-16.79403283,-54.25574756,4122.319679,48,69,60.81375289,52.33633748,236.3889285,121.3363375,68.42600314,2005
2_1_000013b83de316c86a40,5104203,4.288942156,34.30859179,213.2878628,103.3085918,-16.38529937,-53.59772354,5080.158715,52,69,145.3075802,45.58912456,229.2515291,114.5891246,149.5965224,2005
2_1_0000282e266c3d805111,5100409,21.70931441,32.35709253,215.1837723,101.3570925,-16.89733908,-53.5820111,3760.25818,52,69,216.4777436,47.35750026,228.3210271,116.3575003,238.187058,2005
2_1_00006363eaf98e56d147,5100300,1.718813746,33.20567682,212.3435127,102.2056768,-17.43407989,-53.47421327,5531.80258,52,69,50.22805092,52.34675024,232.2994079,121.3467502,51.94686467,2005
2_1_00005aa29eda6c0c5b8e,5100607,11.95373497,24.99936764,206.2150207,93.99936764,-17.83158698,-53.29904179,1420.760297,52,69,172.7837573,42.28090178,224.7451194,111.2809018,184.7374922,2005
2_1_0000ccf44785e9800c70,5102504,0,,,,-16.47735363,-57.80858451,24660.53705,98,70,0.238500375,53.04123389,231.3412339,123.0412339,0.238500375,2005
2_1_0000f1f2f3011db5feaa,5107107,0.239594281,37.40769555,215.7076955,107.4076955,-15.57232404,-58.27121688,1292.058659,52,70,0,,,,0.239594281,2005
2_1_0000d6083dbf64a6181e,5105507,0,,,,-15.16358409,-60.01172331,13470.0364,55,70,0.480583297,,217.5267908,109.2267908,0.480583297,2005
2_1_00005198152ed9cc0c18,5106752,0,,,,-15.59029035,-59.42555202,8587.818825,56,70,0.24009775,131.1003931,269.5003931,201.1003931,0.24009775,2005
2_1_0000785b8f5270ce2002,5106182,0,,,,-14.28773318,-59.73774507,4751.907204,42,70,1.925640578,50.61092721,230.4560155,121.6109272,1.925640578,2005
2_1_00002237f8672488e11b,5102686,209.8198805,38.76263744,205.2644971,93.76263744,-13.58928631,-59.19199005,6826.707614,44,55,290.6090731,58.47368313,223.5093263,114.450724,500.4289536,2005
2_1_00001be8c299f34ef885,5107958,11.39276719,35.42615671,200.1200085,89.42615671,-14.45392151,-58.36328985,11367.3752,40,58,105.666872,58.15697773,219.8384488,111.2363292,117.0596392,2005
2_1_000087bfe419fe4d9583,5108352,0,,,,-14.93002861,-58.95842808,1939.944373,36,70,7.182765678,52.12441045,233.8990587,122.1244104,7.182765678,2005
2_1_0000863b68e3034c36f8,5101704,0,,,,-14.86265497,-58.73834083,625.9854241,32,70,0.180138656,31.55204114,209.8520411,101.5520411,0.180138656,2005
2_1_0000f433f0ffc8c197c6,5102637,382.7787257,30.25858967,203.4589097,89.48093123,-13.66114864,-57.93210245,9469.670153,37,59,482.9536134,48.61056026,222.5203783,111.4722031,865.7323392,2005
2_1_0000d20102a75060740a,5107750,0.479745531,53.34412131,242.4441213,111.3441213,-15.06028433,-58.06909594,1758.406682,38,58,0.239855344,68.97613085,235.2761308,126.9761308,0.719600875,2005
2_1_00004f3f005484984a0c,5101704,0,,,,-15.07375906,-57.41108336,5455.744828,48,58,1.679851188,55.51798267,222.8179827,114.5179827,1.679851188,2005
2_1_000059430e74fbb945ef,5106232,0,,,,-14.79078974,-57.37739318,1555.385821,28,58,2.714941588,59.54482102,227.1506205,117.544821,2.714941588,2005
2_1_000076b36ae96b568198,5107263,0,,,,-14.45392151,-57.34595214,1177.843716,73,59,0.481206234,53.58456972,219.8845697,111.5845697,0.481206234,2005
2_1_00006e98dd45959364af,5108857,12.61003756,29.69993687,202.1947342,88.69993687,-14.28773318,-57.24264588,1946.604291,73,59,6.623400838,59.90193315,221.2818154,118.9019332,19.2334384,2005
2_1_0000668d9233573f1564,5103502,306.4235796,27.26348905,203.7466525,89.25381207,-14.07439342,-56.74633023,8262.06806,39,68,521.934642,49.2434469,224.2500539,112.2604997,828.3582216,2005
2_1_0000564e8393dce4a58c,5106000,7.152567372,19.76608223,204.3562311,88.76608223,-14.3416321,-56.72162302,1353.741965,32,69,20.09547265,41.60068373,221.6363335,108.6478468,27.24804003,2005
2_1_0000341abda13a80eda4,5100508,0.66496044,29.27335684,228.3733568,97.27335684,-14.76384028,-56.65424937,1852.614004,42,69,4.621284005,53.88002176,223.7417661,121.8800218,5.286244444,2005
2_1_00009ac5de89516b5c91,5105234,0,,,,-15.35672837,-57.7726519,1770.349784,39,70,1.438632469,60.57326301,244.573263,130.573263,1.438632469,2005
2_1_000024ccb27646b24503,5105622,0,,,,-15.68461345,-58.04214649,1081.322401,55,70,0.717694641,35.7434356,214.0434356,105.7434356,0.717694641,2005
2_1_0000cf3f2c3e9fefa763,5103437,0,,,,-15.60825665,-57.87146658,359.6984181,55,70,0.479051766,74.60343137,224.4034314,144.6034314,0.479051766,2005
2_1_000051cedcd395e277f3,5105259,1129.105318,10.76033494,194.7546446,78.24354778,-13.02110863,-56.14220966,3677.019293,30,68,61.10702076,23.7467911,202.2711437,89.28761553,1190.212339,2005
2_1_0000da5f1af3773087cb,5108006,223.2015279,20.5623552,199.2375645,84.76195565,-12.55847626,-56.52848523,4528.999824,30,68,87.19560808,36.46652886,214.8549229,101.4157202,310.3971359,2005
2_1_0000aff78e883355f0d1,5107305,50.73028199,18.20656313,199.7999839,85.21646964,-13.59153884,-56.80247139,4553.800462,39,68,104.2778193,48.70159096,226.5295214,113.2030197,155.0081012,2005
2_1_000011f6dc31e15bd13c,5108907,22.2580617,18.93371861,201.2364857,87.20340625,-12.7897831,-57.22917115,11600.69677,35,68,65.39431746,50.68749906,231.646349,116.1855818,87.65237916,2005
2_1_0000a86819e5126f8698,5107875,629.0387006,34.53226061,201.7700381,88.56147332,-13.18052324,-58.65300088,13674.40361,40,52,453.3190076,59.21700655,223.7120932,112.2310177,1082.357708,2005
2_1_00000ec96abe580d125b,5101902,81.08862624,28.34315875,206.1999541,90.68128291,-12.49110199,-58.04440499,16019.59576,35,58,240.5728436,47.56673746,228.2139372,114.2559663,321.6614698,2005
2_1_000032c4db2beeb1dd6f,5104542,11.24051391,26.44945344,198.9026134,82.29445616,-12.13626808,-56.76653878,2908.76645,39,59,6.135844151,45.31724813,210.7789061,102.4789061,17.37635806,2005
2_1_0000d997b6c9dc0ec941,5106802,79.72828411,31.3044585,196.7933294,82.19370094,-11.72753462,-56.75531256,6889.705692,55,52,37.78341474,56.74084373,217.3601798,105.2863395,117.5116988,2005
2_1_0000937ef488606059a5,5107941,75.22954604,29.87835728,191.8489229,74.91921115,-11.26939383,-56.55094311,8480.919127,55,51,48.70951584,55.65151577,216.7963062,103.6515158,123.9390619,2005
2_1_0000dd9c18725a871edb,5104526,347.5265571,31.7893226,198.7321422,81.23721367,-12.04418996,-56.05237813,3479.762152,48,49,91.38430826,48.75030259,215.3166463,98.23084846,438.9108653,2005
2_1_0000308f6fd94af9283d,5106216,0.24421325,68.8429351,243.9429351,112.8429351,-10.70794678,-56.03666574,5990.075542,40,44,2.687517156,49.2382275,223.2997996,97.2382275,2.931730406,2005
2_1_00002b5baa1e41c65b65,5102793,0,,,,-10.12853342,-55.81881616,2402.275399,41,44,0.244676813,54.93152782,207.2315278,98.93152782,0.244676813,2005
2_1_00004423ec551d78f156,5106299,0.244732406,121.5039294,210.9039294,142.5039294,-9.576069518,-56.68569041,4815.779807,40,21,0,,,,0.244732406,2005
2_1_00001d113950c98c560f,5105150,0,,,,-11.55012388,-59.35145198,26294.5963,39,51,0.486830219,80.05765895,233.657659,131.057659,0.486830219,2005
2_1_00002a774448b37a4406,5103304,5.061617313,34.89489811,216.1487481,105.5599065,-13.21649586,-59.74668519,21671.89884,26,55,16.17862998,47.02683022,222.253781,110.5272148,21.2402473,2005
2_2_00005aff5522742dc03f,5106265,0.489578359,31.12924393,222.9292439,86.12924393,-9.728783116,-55.38762482,5815.080394,40,55,2.446761641,13.62362299,185.5768077,68.62362299,2.93634,2006
2_2_0000a38a02d7adb1d54a,5104104,0,,,,-9.77369888,-54.63528577,4754.11427,38,55,0.244620781,34.0177177,203.0177177,89.0177177,0.244620781,2006
2_2_0000f5028d3da3fc2087,5105606,1.467542391,20.83572835,197.5579305,75.83572835,-10.0746345,-54.3253825,5260.6138,29,55,0.978133562,19.41459874,195.4428799,74.41459874,2.445675953,2006
2_2_0000445524ee4146d4f1,5106422,0,,,,-10.17570512,-53.50789511,14315.11726,29,55,1.711683031,17.56434364,194.357342,72.56434364,1.711683031,2006
2_2_0000cb2a646329481516,5107743,0,,,,-10.08361765,-52.53996537,5675.223313,43,52,0.978545453,102.6742528,260.5077901,154.6742528,0.978545453,2006
2_2_0000dc2d69eb619ae00f,5105580,0.731375547,52.37931261,232.6293126,104.3793126,-10.87862668,-54.08955924,12330.14829,39,52,1.219057953,29.53629666,206.6229847,81.53629666,1.9504335,2006
2_2_00004234272352c5d97d,5107354,0.487866859,45.77889862,222.1788986,96.77889862,-10.69447205,-52.60733902,7489.749363,43,51,3.171545656,82.02483756,224.2570144,133.0248376,3.659412516,2006
2_2_0000137f8185e9645862,5107859,3.408555703,34.9991107,212.4303081,88.9991107,-11.45578641,-52.11790079,16781.53295,43,54,20.21712503,69.59233697,227.4256866,121.5643194,23.62568073,2006
2_2_0000c9cd78e3dc7229b5,5106190,0.243951422,20.91689656,209.7168966,72.91689656,-10.89210141,-54.88905984,2368.957071,40,52,2.896864551,66.88822935,239.1629051,118.8882294,3.140815973,2006
2_2_0000e355c6d9aabfc531,5108055,0,,,,-10.51031741,-54.98787452,2573.023626,40,55,0.244470438,35.1415879,195.5915879,90.1415879,0.244470438,2006
2_2_0000a7c339266c34043a,5108808,0.488876625,-10.72417481,181.0758252,44.27582519,-10.29023017,-55.3337259,1118.405318,40,55,0.244456922,-3.044149721,165.9558503,51.95585028,0.733333547,2006
2_2_0000f7f7ed2df2723c5c,5103205,0.244268813,28.75889442,197.7588944,83.75889442,-10.65853944,-55.4864395,3104.968237,40,55,0.244181844,38.94981188,207.9498119,93.94981188,0.488450656,2006
2_2_0000c783ea68e049a389,5104559,7.070633536,26.97599518,195.5506067,79.99968758,-11.1032055,-55.59647456,4549.253985,54,52,9.130545024,35.19608928,200.1960893,90.15502681,16.20117856,2006
2_2_00006a1dc3eec8d9b903,5103056,15.63768377,27.30790015,195.1340974,79.30790015,-11.44007373,-55.03728186,3866.018161,47,52,21.79482529,61.90045611,212.2691509,113.9004561,37.43250906,2006
2_2_000091b0220c7f13a109,5107909,171.7567875,24.23134887,190.7462326,76.23134887,-11.71405989,-55.50440581,3957.450188,47,52,32.72744809,27.68696156,196.304327,79.68696156,204.4842356,2006
2_2_00001c54c272496761e1,5107248,35.24701635,31.16804031,199.1731251,83.16804031,-11.94313029,-54.92724197,3870.366973,47,52,18.96104655,45.55638598,211.0599119,97.55638598,54.2080629,2006
2_2_0000212db09c736a9e89,5108303,3.16880683,43.12046151,209.8748251,95.12046151,-11.51193896,-54.33659594,4600.237578,46,52,1.46057925,78.18504765,248.8813601,130.1850477,4.62938608,2006
2_2_0000ca93741c12e7e196,5103700,13.83073566,32.01905984,198.6469612,84.01905984,-11.97233355,-54.08505354,11507.3391,47,52,13.10718817,34.50169661,204.8196234,86.50169661,26.93792383,2006
2_2_000019f0640d85df838c,5106240,290.0527297,28.74143426,197.256895,80.74143426,-12.97393351,-54.78350276,12754.7676,50,52,189.4629323,45.71401609,211.9001837,97.71401609,479.515662,2006
2_2_00003435e1fc974d5667,5108501,257.9835428,25.7359088,192.2477022,77.7359088,-12.41025424,-55.35618379,2973.7934,35,52,30.33089348,40.431061,207.8779937,92.431061,288.3144362,2006
2_2_0000c701db318caaec1e,5107925,1739.278327,23.25492942,191.7299453,76.23237412,-12.76285643,-55.70652675,9367.02827,46,52,207.3074975,36.42264209,205.5142694,88.48592973,1946.585824,2006
2_2_0000ea6b0f20abd21433,5107768,202.1371312,25.25385922,193.7524761,78.77345496,-13.85205027,-55.30228487,4749.942567,54,53,207.2706383,47.27457402,213.2739292,101.7052932,409.4077694,2006
2_2_00001e852d0dd44144a7,5106307,2.656612281,33.2273117,199.2273117,85.2273117,-13.86779518,-54.12100027,24256.23226,57,52,28.94374044,59.33078413,220.2819871,112.4091912,31.60035272,2006
2_2_0000ef331a3022791b58,5103858,13.53015734,24.09697156,192.7019123,76.09697156,-13.01886186,-53.4495119,16994.20033,43,52,23.44033892,54.29461907,215.0958634,111.2956971,36.97049627,2006
2_2_0000e0b247e362c9b125,5102702,41.21600584,30.72100332,204.7286995,89.04825682,-13.39615912,-52.48831705,10923.81367,43,53,31.05967052,50.82671935,230.6726325,117.284584,72.27567635,2006
2_2_0000cf70af7797718866,5107065,42.80100663,51.19713731,213.2362356,105.1971373,-12.11828865,-52.71513685,17853.17773,43,54,147.4063187,69.30473209,230.7058125,123.2862704,190.2073254,2006
2_2_000015e17b8b0f516065,5102694,0.975477203,27.07595238,188.3190541,78.07595238,-11.18854545,-51.82131314,3466.503525,42,53,1.707049797,37.70285903,198.166961,88.70285903,2.682527,2006
2_2_000019667622f6247e03,5106778,0.731814734,41.63886386,206.6388639,92.63886386,-10.83371092,-51.74718826,3988.122068,43,51,0.487881281,43.8483699,204.5733699,94.8483699,1.219696016,2006
2_2_00001a98425a2f2a4044,5103353,0,,,,-10.398028,-51.69779588,5825.039964,43,52,0.244460313,11.93913678,178.9391368,64.93913678,0.244460313,2006
2_2_0000e4547b4bb9ad04d0,5107776,0.244409469,63.71379744,199.3637974,116.7137974,-10.38455327,-50.76130111,6492.959664,30,54,0.488771234,90.65717775,242.9821778,144.6571778,0.733180703,2006
2_2_000059bee336417acb78,5100359,0,,,,-11.81287458,-51.71800689,2249.210563,42,54,0.243292625,68.8080614,228.2580614,122.8080614,0.243292625,2006
2_2_00005dc1cc26de2258d0,5107883,0.485923844,4.824163416,196.6241634,59.82416342,-12.01499551,-51.3541892,1506.275017,41,55,0,,,,0.485923844,2006
2_2_00000270ecad8c7396c6,5101852,4.129709078,29.48233146,209.6427227,83.48233146,-12.21711645,-51.7539395,4290.761587,41,54,8.494744328,65.6156704,236.2389285,120.6156704,12.62445341,2006
2_2_0000599325b905cc7a0c,5107180,0.242526203,64.19092758,224.6409276,119.1909276,-12.86166431,-51.56753413,11398.41663,30,55,9.701307078,77.74539866,243.1032939,132.7453987,9.943833281,2006
2_2_000071195e07d89b3646,5103106,0.240146797,-4.803265064,189.1967349,75.19673494,-13.88349577,-51.14533416,16592.17844,32,80,0,,,,0.240146797,2006
2_2_0000914ff30a7448a9f0,5108600,0.489264703,5.558171576,171.5581716,57.55817158,-9.975819819,-51.36988178,7462.662941,42,52,0.733895391,4.7486788,193.0842691,56.7486788,1.223160094,2006
2_2_0000284fcb045e32cc09,5213103,24.74572217,21.348348,194.4863364,76.29501709,-17.64520136,-52.80726034,8918.677057,52,55,168.1056163,57.40895296,218.2723015,110.877184,192.8513385,2006
2_2_0000c8f885d15a62afca,5107198,0.715027531,50.2291265,210.6791265,105.2291265,-16.50208036,-52.75106946,627.6958356,40,55,3.814694844,49.77086918,235.7023585,125.6484424,4.529722375,2006
2_2_0000d614b707521f8862,5108204,2.385629625,31.71086124,208.9050733,103.7108612,-16.28199311,-52.89929148,2407.475885,42,72,10.97033381,47.75798152,242.7575323,119.7579815,13.35596344,2006
2_2_0000a55469c19114aecb,5101803,1.436911141,24.62702503,217.7876971,105.4364496,-15.35447899,-52.44789254,9112.684625,59,80,15.33468767,46.91658287,239.4937336,126.611057,16.77159881,2006
2_2_0000345cf55fda086442,5106174,0,,,,-14.2136398,-51.87521206,4051.919359,46,80,0.482641703,46.71505786,230.0650579,113.2150579,0.482641703,2006
2_2_00007f48dd4b4caa1456,5100201,7.478392828,18.62116312,205.0306651,88.23791107,-13.98230599,-52.48830834,7538.979584,46,80,17.85887778,41.78868908,227.2386891,116.6480159,25.3372706,2006
2_2_0000dcf1e0a383eb6653,5106257,2.643576281,49.09959977,237.7503177,129.0995998,-14.62010984,-52.47259172,5564.129906,58,80,13.93897977,50.75723511,241.2633819,130.7572351,16.58255605,2006
2_2_0000c2e06bcf0cbd8141,5102603,0.240428406,39.28135165,206.2813516,92.28135165,-14.41125129,-53.14183661,5988.885858,30,53,1.924000422,73.74983595,226.6937119,126.7498359,2.164428828,2006
2_2_00002b1c631d7df522ac,5106281,65.95260077,34.26269192,205.0663729,87.21479322,-15.08723379,-53.23842597,5052.617025,57,53,77.82544158,59.43170386,220.2962091,113.6983928,143.7780424,2006
2_2_00002a12eb64652d6054,5103908,57.20605689,44.20844687,211.5893436,98.81292928,-15.55884931,-53.44052788,3807.41337,57,54,80.77241676,58.23666672,221.1339727,112.241577,137.9784737,2006
2_2_0000a018b45735917b0b,5108105,17.98210668,28.72337031,202.7199099,89.82920008,-15.90470069,-53.44726381,4202.709936,54,76,41.08221859,49.17616282,218.6562394,110.8980229,59.06432527,2006
2_2_0000743392f358eccf24,5107008,61.58689684,31.8983094,202.6927192,85.20175703,-15.86201796,-54.18388234,6923.361049,54,54,31.21693162,54.09969411,214.3948057,108.1932697,92.80382845,2006
2_2_000098e15ac276eba6e3,5107040,227.0437859,31.68240987,203.7157031,85.71076043,-15.08947641,-54.2108318,5500.578559,69,53,229.1814448,57.52670873,215.5042318,110.5090916,456.2252306,2006
2_2_0000bdb8fec2bec935ec,5107792,107.8762367,34.33895976,204.2475918,87.33895976,-14.83121393,-53.66735105,3613.549184,69,53,82.25305099,64.13068745,221.6829726,117.1306875,190.1292877,2006
2_2_0000d9cc9ac264951505,5106455,0,,,,-14.60214353,-54.69143048,2464.97329,66,53,0.962620797,40.15877388,206.9721854,93.15877388,0.962620797,2006
2_2_00000299a420bcda4d53,5106208,0.480885656,47.58915551,211.0391555,105.5891555,-14.7997729,-55.02601849,3274.985713,53,63,1.779948551,45.26495669,221.0087059,119.2649567,2.260834207,2006
2_2_000048f95e9d96881972,5107701,1.422681437,41.22877903,204.6802518,94.22877903,-14.77059852,-55.99189482,7543.432493,50,55,10.34361348,14.84055292,202.6468459,69.84055292,11.76629492,2006
2_2_0000a943d8e067a6b312,5106224,569.8270456,28.77030157,199.2226576,83.77030157,-13.65216917,-56.0972939,9579.93819,30,55,296.2116612,45.49491127,214.5277161,100.4949113,866.0387068,2006
2_2_0000f9c4c9a4c7914235,5105903,8.906973613,24.70269876,199.1410597,79.70269876,-14.35510683,-55.80759064,3918.843258,53,55,20.19836953,49.27707671,213.8616724,104.2770767,29.10534314,2006
2_2_000003d8fa3e919cc214,5103007,3.834383312,21.19816856,196.3958728,79.94194985,-15.09836622,-55.5425929,6511.484888,32,55,30.00775239,47.82685305,218.8036599,109.2111653,33.8421357,2006
2_2_00009f0e64f54ee33690,5102678,110.9039336,19.47501523,199.2271869,82.45470224,-15.32528734,-54.98112326,4799.235579,50,55,329.2531938,44.58525997,214.4932346,107.5230655,440.1571274,2006
2_2_000092dbc2173f3f1483,5107800,9.585196356,33.12739849,203.5448111,87.12739849,-16.47289897,-55.42581642,12183.40404,39,54,62.50755864,57.67124451,220.1824518,111.3410206,72.09275499,2006
2_2_0000b869feffefcd5395,5103601,55.60078834,32.16650008,202.7883694,88.20966853,-15.65317242,-54.77227885,2211.036023,35,54,29.70360491,35.72937607,212.4291822,106.8149972,85.30439324,2006
2_2_0000eba7d3dfdfd50375,5107602,20.12174548,27.52188508,205.1689812,88.29331989,-16.48860563,-54.68244732,4172.692801,35,54,139.4656507,51.75722841,224.2468667,111.1687997,159.5873962,2006
2_2_000008047e70a3f69008,5105200,7.163032359,41.41530675,206.3922062,95.41530675,-16.17419528,-54.94745033,2275.848781,32,54,64.51907958,67.26873873,223.2470085,121.2687387,71.68211193,2006
2_2_0000816d7b8f4e1759dd,5104807,10.05720724,23.29215066,197.6189673,77.29215066,-15.91368385,-55.10914708,1682.809519,27,54,49.33943823,59.85403888,221.7321228,113.8540389,59.39664547,2006
2_2_000048959ee3b55d9f95,5104609,101.7501144,29.60871064,203.6778158,82.61586811,-17.33751357,-54.60384474,8750.970009,42,53,317.6502891,63.77177289,223.4455668,117.1963454,419.4004035,2006
